zdish_id,name,cuisine,ingredients,ingredient_count,cooking_time,difficulty,rating,calories,servings,spicy,sweet,sour,salty,umami,fresh,creamy,smoky,diet_type,meal_type,region,description
482,Rose Barfi,Indian,"milk solids, sugar, rose water, rose petals, cardamom",5,40,Medium,4.3,300,6,0,4,0,0,1,2,3,0,Vegetarian,Dessert,North India,Rose-flavored milk fudge
483,Saffron Barfi,Indian,"milk solids, sugar, saffron, cardamom, pistachios",5,45,Medium,4.7,350,6,0,4,0,0,1,1,4,0,Vegetarian,Dessert,Mughlai,Saffron milk fudge
484,Chocolate Barfi,Indian,"milk solids, sugar, cocoa powder, nuts",4,40,Medium,4.2,380,6,0,5,0,0,1,2,3,0,Vegetarian,Dessert,Fusion,Chocolate milk fudge
485,Orange Barfi,Indian,"milk solids, sugar, orange zest, cardamom",4,35,Medium,4.1,290,6,0,4,1,0,1,3,2,0,Vegetarian,Dessert,Fusion,Citrus-flavored fudge
486,Mango Barfi,Indian,"milk solids, mango pulp, sugar, cardamom",4,40,Medium,4.6,320,6,0,5,0,0,1,3,3,0,Vegetarian,Dessert,North India,Mango-flavored fudge
487,Pineapple Barfi,Indian,"milk solids, pineapple, sugar, cardamom",4,45,Medium,4.3,310,6,0,4,1,0,1,3,2,0,Vegetarian,Dessert,South India,Tropical fruit fudge
488,Apple Barfi,Indian,"milk solids, apples, sugar, cinnamon, cardamom",5,50,Medium,4.2,300,6,0,4,0,0,1,3,2,0,Vegetarian,Dessert,North India,Apple-flavored fudge
489,Banana Barfi,Indian,"milk solids, bananas, sugar, cardamom, nuts",5,40,Medium,4.4,330,6,0,4,0,0,1,3,3,0,Vegetarian,Dessert,South India,Banana milk fudge
490,Strawberry Barfi,Indian,"milk solids, strawberries, sugar, cardamom",4,35,Medium,4.1,280,6,0,4,1,0,1,4,2,0,Vegetarian,Dessert,Fusion,Berry-flavored fudge
491,Coffee Barfi,Indian,"milk solids, coffee powder, sugar, cardamom",4,40,Medium,4,320,6,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Fusion,Coffee-flavored fudge
492,Tea Barfi,Indian,"milk solids, tea powder, sugar, cardamom, ginger",5,40,Medium,3.9,310,6,1,3,0,0,1,2,3,0,Vegetarian,Dessert,Fusion,Tea-flavored fudge
493,Vanilla Barfi,Indian,"milk solids, vanilla essence, sugar, cardamom",4,35,Medium,4.2,300,6,0,4,0,0,1,2,3,0,Vegetarian,Dessert,Fusion,Vanilla milk fudge
494,Honey Barfi,Indian,"milk solids, honey, nuts, cardamom",4,35,Medium,4.3,320,6,0,4,0,0,1,2,4,0,Vegetarian,Dessert,North India,Honey-sweetened fudge
495,Jaggery Barfi,Indian,"milk solids, jaggery, cardamom, nuts",4,40,Medium,4.4,330,6,0,4,0,0,1,2,3,0,Vegetarian,Dessert,Traditional,Jaggery-sweetened fudge
496,Sesame Barfi,Indian,"sesame seeds, jaggery, cardamom, ghee",4,30,Easy,4.2,350,6,0,3,0,0,1,2,3,0,Vegetarian,Dessert,North India,Sesame seed fudge
497,Peanut Barfi,Indian,"peanuts, jaggery, cardamom, ghee",4,25,Easy,4.3,380,6,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Maharashtra,Peanut jaggery fudge
498,Walnut Barfi,Indian,"walnuts, milk, sugar, cardamom, ghee",5,45,Medium,4.2,390,6,0,4,0,0,1,2,4,0,Vegetarian,Dessert,Kashmir,Walnut milk fudge
499,Mixed Nut Barfi,Indian,"mixed nuts, milk, sugar, cardamom, ghee",5,50,Medium,4.5,420,6,0,4,0,0,1,2,4,0,Vegetarian,Dessert,North India,Assorted nuts fudge
500,Coconut Laddu,Indian,"coconut, condensed milk, cardamom, ghee",4,20,Easy,4.6,280,6,0,4,0,0,1,2,3,0,Vegetarian,Dessert,South India,Coconut ball sweet
501,Rava Laddu,Indian,"semolina, sugar, ghee, cashews, raisins, cardamom",6,25,Easy,4.4,320,6,0,4,0,1,2,2,3,0,Vegetarian,Dessert,South India,Semolina ball sweet
502,Motichoor Laddu,Indian,"gram flour, sugar, cardamom, saffron, ghee, nuts",6,60,Hard,4.7,350,6,0,5,0,0,1,1,3,0,Vegetarian,Dessert,North India,Fine droplet ball sweet
503,Boondi Laddu,Indian,"gram flour, sugar, cardamom, cashews, raisins, ghee",6,45,Medium,4.5,330,6,0,4,0,0,1,2,3,0,Vegetarian,Dessert,North India,Gram flour droplet balls
504,Till Laddu,Indian,"sesame seeds, jaggery, cardamom, ghee",4,20,Easy,4.3,340,6,0,3,0,0,1,2,3,0,Vegetarian,Dessert,North India,Sesame seed balls
505,Murmura Laddu,Indian,"puffed rice, jaggery, cardamom, ghee, nuts",5,15,Easy,4.2,280,6,0,3,0,1,2,2,2,0,Vegetarian,Dessert,Maharashtra,Puffed rice balls
506,Dry Fruit Laddu,Indian,"mixed dry fruits, dates, cardamom, ghee",4,30,Easy,4.6,380,6,0,4,0,0,1,2,4,0,Vegetarian,Dessert,North India,Mixed dry fruit balls
507,Wheat Laddu,Indian,"wheat flour, ghee, jaggery, cardamom, nuts",5,40,Medium,4.3,360,6,0,3,0,1,2,2,3,0,Vegetarian,Dessert,North India,Wheat flour sweet balls
508,Urad Dal Laddu,Indian,"black gram, sugar, ghee, cardamom, cashews",5,60,Medium,4.2,350,6,0,4,0,0,1,2,3,0,Vegetarian,Dessert,South India,Black gram sweet balls
509,Flax Seed Laddu,Indian,"flax seeds, jaggery, cardamom, ghee, nuts",5,25,Easy,4.1,320,6,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Modern Indian,Healthy flax seed balls
510,Oats Laddu,Indian,"oats, jaggery, cardamom, ghee, nuts, dates",6,20,Easy,4.4,300,6,0,3,0,1,2,2,3,0,Vegetarian,Dessert,Modern Indian,Healthy oats balls
511,Ragi Laddu,Indian,"finger millet flour, jaggery, ghee, cardamom, nuts",5,30,Easy,4.2,280,6,0,3,0,1,2,2,3,0,Vegetarian,Dessert,Karnataka,Nutritious millet balls
512,Quinoa Laddu,Indian,"quinoa, jaggery, cardamom, ghee, nuts",5,25,Easy,4,290,6,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Modern Indian,Protein-rich quinoa balls
513,Amaranth Laddu,Indian,"amaranth seeds, jaggery, cardamom, ghee",4,20,Easy,4.1,310,6,0,3,0,0,1,2,3,0,Vegetarian,Dessert,North India,Amaranth seed balls
514,Sunflower Seed Laddu,Indian,"sunflower seeds, jaggery, cardamom, ghee",4,20,Easy,4,320,6,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Modern Indian,Sunflower seed balls
515,Pumpkin Seed Laddu,Indian,"pumpkin seeds, jaggery, cardamom, ghee",4,25,Easy,4.1,300,6,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Modern Indian,Pumpkin seed balls
516,Chocolate Laddu,Indian,"cocoa powder, condensed milk, nuts, cardamom, ghee",5,20,Easy,4.3,340,6,0,5,0,0,1,2,3,0,Vegetarian,Dessert,Fusion,Chocolate sweet balls
517,Coconut Chocolate Laddu,Indian,"coconut, cocoa powder, condensed milk, cardamom",4,15,Easy,4.4,320,6,0,5,0,0,1,2,3,0,Vegetarian,Dessert,Fusion,Coconut chocolate balls
518,Date Nut Laddu,Indian,"dates, almonds, cashews, cardamom",4,15,Easy,4.5,350,6,0,4,0,0,1,2,4,0,Vegetarian,Dessert,Modern Indian,No-cook date nut balls
519,Fig Laddu,Indian,"dried figs, nuts, cardamom, ghee",4,20,Easy,4.2,330,6,0,4,0,0,1,2,3,0,Vegetarian,Dessert,North India,Fig and nut balls
520,Apricot Laddu,Indian,"dried apricots, nuts, cardamom, ghee",4,20,Easy,4.1,320,6,0,4,0,0,1,2,3,0,Vegetarian,Dessert,Kashmir,Apricot nut balls
521,Malai Kulfi,Indian,"milk, sugar, cardamom, saffron, pistachios",5,360,Hard,4.8,300,4,0,4,0,0,1,2,5,0,Vegetarian,Dessert,North India,Traditional Indian ice cream
522,Pista Kulfi,Indian,"milk, sugar, pistachios, cardamom, saffron",5,360,Hard,4.7,320,4,0,4,0,0,1,1,5,0,Vegetarian,Dessert,North India,Pistachio ice cream
523,Mango Kulfi,Indian,"milk, mango pulp, sugar, cardamom",4,360,Hard,4.9,280,4,0,5,0,0,1,3,4,0,Vegetarian,Dessert,North India,Mango ice cream
524,Rose Kulfi,Indian,"milk, sugar, rose water, cardamom, almonds",5,360,Hard,4.5,290,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,North India,Rose-flavored ice cream
525,Badam Kulfi,Indian,"milk, almonds, sugar, cardamom, saffron",5,360,Hard,4.6,310,4,0,4,0,0,1,1,5,0,Vegetarian,Dessert,North India,Almond ice cream
526,Kesar Kulfi,Indian,"milk, sugar, saffron, cardamom, nuts",5,360,Hard,4.8,300,4,0,4,0,0,1,1,5,0,Vegetarian,Dessert,Mughlai,Saffron ice cream
527,Thandai Kulfi,Indian,"milk, almonds, cardamom, rose petals, saffron, sugar",6,360,Hard,4.4,320,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,North India,Spiced milk ice cream
528,Coconut Kulfi,Indian,"coconut milk, milk, sugar, cardamom",4,360,Hard,4.3,280,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,South India,Coconut ice cream
529,Chocolate Kulfi,Indian,"milk, cocoa powder, sugar, cardamom, nuts",5,360,Hard,4.2,330,4,0,5,0,0,1,2,4,0,Vegetarian,Dessert,Fusion,Chocolate ice cream
530,Vanilla Kulfi,Indian,"milk, vanilla essence, sugar, cardamom, nuts",5,360,Hard,4.1,290,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,Fusion,Vanilla ice cream
531,Strawberry Kulfi,Indian,"milk, strawberries, sugar, cardamom",4,360,Hard,4.2,270,4,0,4,1,0,1,4,4,0,Vegetarian,Dessert,Fusion,Strawberry ice cream
532,Paan Kulfi,Indian,"milk, betel leaves, sugar, cardamom, fennel, gulkand",6,360,Hard,4.3,280,4,0,4,0,0,1,4,3,0,Vegetarian,Dessert,North India,Betel leaf ice cream
533,Rabri,Indian,"milk, sugar, cardamom, saffron, nuts",5,180,Hard,4.7,350,4,0,4,0,1,2,1,5,0,Vegetarian,Dessert,North India,Thickened sweetened milk
534,Basundi,Indian,"milk, sugar, cardamom, saffron, nuts",5,120,Medium,4.6,320,4,0,4,0,1,2,1,5,0,Vegetarian,Dessert,Maharashtra,Reduced sweetened milk
535,Shrikhand,Indian,"hung yogurt, sugar, cardamom, saffron, nuts",5,240,Medium,4.8,280,4,0,4,1,0,1,2,5,0,Vegetarian,Dessert,Gujarat,Sweetened strained yogurt
536,Mango Shrikhand,Indian,"hung yogurt, mango pulp, sugar, cardamom",4,240,Medium,4.9,300,4,0,5,1,0,1,4,4,0,Vegetarian,Dessert,Gujarat,Mango yogurt dessert
537,Rose Shrikhand,Indian,"hung yogurt, sugar, rose water, cardamom, nuts",5,240,Medium,4.5,270,4,0,4,1,0,1,2,4,0,Vegetarian,Dessert,Gujarat,Rose-flavored yogurt dessert
538,Saffron Shrikhand,Indian,"hung yogurt, sugar, saffron, cardamom, pistachios",5,240,Medium,4.7,290,4,0,4,1,0,1,2,5,0,Vegetarian,Dessert,Gujarat,Saffron yogurt dessert
539,Chocolate Shrikhand,Indian,"hung yogurt, sugar, cocoa powder, cardamom",4,240,Medium,4.3,310,4,0,5,1,0,1,2,4,0,Vegetarian,Dessert,Fusion,Chocolate yogurt dessert
540,Fruit Shrikhand,Indian,"hung yogurt, mixed fruits, sugar, cardamom",5,240,Medium,4.4,260,4,0,4,1,0,1,4,4,0,Vegetarian,Dessert,Gujarat,Mixed fruit yogurt
541,Pista Shrikhand,Indian,"hung yogurt, pistachios, sugar, cardamom",4,240,Medium,4.6,300,4,0,4,1,0,1,1,5,0,Vegetarian,Dessert,Gujarat,Pistachio yogurt dessert
542,Badam Shrikhand,Indian,"hung yogurt, almonds, sugar, cardamom",4,240,Medium,4.5,290,4,0,4,1,0,1,1,4,0,Vegetarian,Dessert,Gujarat,Almond yogurt dessert
543,Coconut Shrikhand,Indian,"hung yogurt, coconut, sugar, cardamom",4,240,Medium,4.3,280,4,0,4,1,0,1,2,4,0,Vegetarian,Dessert,Gujarat,Coconut yogurt dessert
544,Kesari Bath,Indian,"semolina, sugar, ghee, saffron, cardamom, cashews",6,25,Easy,4.5,350,4,0,4,0,1,2,1,3,4,Vegetarian,Dessert,Karnataka,Saffron semolina pudding
545,Halwa Varieties,Indian,"various bases, sugar, ghee, milk, cardamom, nuts",varies,varies,varies,4.4,varies,4,0,4,0,1,2,2,4,varies,Vegetarian,Dessert,Pan-Indian,Sweet pudding preparations
546,Gajar Halwa,Indian,"carrots, milk, sugar, ghee, cardamom, nuts",6,90,Hard,4.8,400,4,0,4,0,1,2,2,4,0,Vegetarian,Dessert,North India,Carrot milk pudding
547,Lauki Halwa,Indian,"bottle gourd, milk, sugar, ghee, cardamom, nuts",6,75,Medium,4.2,320,4,0,4,0,1,2,2,3,0,Vegetarian,Dessert,North India,Bottle gourd pudding
548,Dudhi Halwa,Indian,"bottle gourd, milk, sugar, ghee, cardamom, nuts",6,75,Medium,4.1,310,4,0,4,0,1,2,2,3,0,Vegetarian,Dessert,Gujarat,Gujarati bottle gourd pudding
549,Aate Ka Halwa,Indian,"wheat flour, ghee, sugar, water, cardamom, nuts",6,30,Easy,4.3,380,4,0,4,0,1,2,1,3,0,Vegetarian,Dessert,North India,Wheat flour pudding
550,Suji Ka Halwa,Indian,"semolina, ghee, sugar, water, cardamom, nuts",6,20,Easy,4.4,350,4,0,4,0,1,2,1,3,0,Vegetarian,Dessert,North India,Semolina pudding
551,Besan Halwa,Indian,"gram flour, ghee, sugar, milk, cardamom, nuts",6,45,Medium,4.3,400,4,0,4,0,0,1,1,4,0,Vegetarian,Dessert,North India,Gram flour pudding
552,Badam Halwa,Indian,"almonds, milk, sugar, ghee, cardamom, saffron",6,90,Hard,4.7,450,4,0,4,0,0,1,1,5,0,Vegetarian,Dessert,North India,Almond pudding
553,Pista Halwa,Indian,"pistachios, milk, sugar, ghee, cardamom, silver leaf",6,120,Hard,4.8,480,4,0,4,0,0,1,1,5,0,Vegetarian,Dessert,North India,Pistachio pudding
554,Coconut Halwa,Indian,"coconut, milk, sugar, ghee, cardamom",5,45,Medium,4.4,380,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,South India,Coconut milk pudding
555,Pineapple Halwa,Indian,"pineapple, sugar, ghee, cardamom",4,40,Medium,4.2,300,4,0,4,2,0,1,3,2,0,Vegetarian,Dessert,South India,Pineapple pudding
556,Apple Halwa,Indian,"apples, milk, sugar, ghee, cinnamon, cardamom",6,60,Medium,4.3,320,4,0,4,1,0,1,3,3,0,Vegetarian,Dessert,North India,Apple milk pudding
557,Banana Halwa,Indian,"bananas, milk, sugar, ghee, cardamom, nuts",6,40,Medium,4.1,340,4,0,4,0,0,1,3,3,0,Vegetarian,Dessert,South India,Banana milk pudding
558,Papaya Halwa,Indian,"papaya, milk, sugar, ghee, cardamom",5,50,Medium,4,290,4,0,4,1,0,1,3,3,0,Vegetarian,Dessert,South India,Papaya milk pudding
559,Mango Halwa,Indian,"mango pulp, milk, sugar, ghee, cardamom",5,45,Medium,4.5,310,4,0,5,0,0,1,3,3,0,Vegetarian,Dessert,South India,Mango milk pudding
560,Guava Halwa,Indian,"guava, sugar, ghee, cardamom, lemon juice",5,50,Medium,4.1,280,4,0,4,2,0,1,3,2,0,Vegetarian,Dessert,South India,Guava pudding
561,Ash Gourd Halwa,Indian,"ash gourd, milk, sugar, ghee, cardamom, nuts",6,60,Medium,4.2,320,4,0,4,0,0,1,2,3,0,Vegetarian,Dessert,South India,White gourd pudding
562,Pumpkin Halwa,Indian,"pumpkin, milk, sugar, ghee, cardamom, nuts",6,50,Medium,4.3,330,4,0,4,0,0,1,2,3,0,Vegetarian,Dessert,North India,Pumpkin milk pudding
563,Sweet Potato Halwa,Indian,"sweet potatoes, milk, sugar, ghee, cardamom, nuts",6,60,Medium,4.1,350,4,0,4,0,0,1,2,3,0,Vegetarian,Dessert,South India,Sweet potato pudding
564,Beetroot Halwa,Indian,"beetroot, milk, sugar, ghee, cardamom, nuts",6,75,Medium,4.2,340,4,0,4,0,0,1,2,3,0,Vegetarian,Dessert,North India,Beetroot milk pudding
565,Corn Halwa,Indian,"sweet corn, milk, sugar, ghee, cardamom",5,45,Medium,4,320,4,0,4,0,1,2,2,3,0,Vegetarian,Dessert,North India,Sweet corn pudding
566,Oats Halwa,Indian,"oats, milk, jaggery, ghee, cardamom, nuts",6,30,Easy,4.1,280,4,0,3,0,1,2,2,3,0,Vegetarian,Dessert,Modern Indian,Healthy oats pudding
567,Quinoa Halwa,Indian,"quinoa, milk, jaggery, ghee, cardamom, nuts",6,45,Medium,4,300,4,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Modern Indian,Protein-rich quinoa pudding
568,Ragi Halwa,Indian,"finger millet flour, jaggery, ghee, cardamom, nuts",5,40,Medium,4.2,290,4,0,3,0,1,2,2,3,0,Vegetarian,Dessert,Karnataka,Nutritious millet pudding
569,Amaranth Halwa,Indian,"amaranth flour, jaggery, ghee, cardamom, nuts",5,35,Medium,4.1,310,4,0,3,0,0,1,2,3,0,Vegetarian,Dessert,North India,Amaranth pudding
570,Mixed Vegetable Halwa,Indian,"mixed vegetables, milk, sugar, ghee, cardamom",6,60,Medium,4,340,4,0,4,0,1,2,3,3,0,Vegetarian,Dessert,North India,Vegetable milk pudding
571,Date Halwa,Indian,"dates, milk, ghee, cardamom, nuts",5,50,Medium,4.3,360,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,Rajasthan,Date and nut pudding
572,Fig Halwa,Indian,"dried figs, milk, ghee, cardamom, nuts",5,60,Medium,4.2,350,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,North India,Fig and nut pudding
573,Walnut Halwa,Indian,"walnuts, milk, sugar, ghee, cardamum",5,70,Hard,4.4,420,4,0,4,0,0,1,2,5,0,Vegetarian,Dessert,Kashmir,Walnut milk pudding
574,Cashew Halwa,Indian,"cashews, milk, sugar, ghee, cardamom",5,80,Hard,4.6,450,4,0,4,0,0,1,1,5,0,Vegetarian,Dessert,South India,Rich cashew pudding
575,Mixed Nuts Halwa,Indian,"mixed nuts, milk, sugar, ghee, cardamom",6,90,Hard,4.5,480,4,0,4,0,0,1,2,5,0,Vegetarian,Dessert,North India,Assorted nuts pudding
576,Rose Halwa,Indian,"milk solids, sugar, rose water, ghee, cardamom",5,45,Medium,4.3,330,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,North India,Rose-flavored pudding
577,Saffron Halwa,Indian,"milk solids, sugar, saffron, ghee, cardamom",5,50,Medium,4.7,350,4,0,4,0,0,1,1,5,0,Vegetarian,Dessert,Mughlai,Saffron milk pudding
578,Chocolate Halwa,Indian,"milk solids, cocoa powder, sugar, ghee, nuts",5,40,Medium,4.2,380,4,0,5,0,0,1,2,4,0,Vegetarian,Dessert,Fusion,Chocolate milk pudding
579,Vanilla Halwa,Indian,"milk solids, vanilla essence, sugar, ghee, nuts",5,40,Medium,4.1,340,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,Fusion,Vanilla milk pudding
580,Coffee Halwa,Indian,"milk solids, coffee powder, sugar, ghee, nuts",5,45,Medium,4,360,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,Fusion,Coffee-flavored pudding
581,Tea Halwa,Indian,"milk solids, tea powder, sugar, ghee, cardamom",5,40,Medium,3.9,350,4,1,3,0,0,1,2,3,0,Vegetarian,Dessert,Fusion,Tea-flavored pudding
582,Honey Halwa,Indian,"milk solids, honey, ghee, cardamom, nuts",5,35,Medium,4.2,340,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,North India,Honey-sweetened pudding
583,Jaggery Halwa,Indian,"milk solids, jaggery, ghee, cardamom, nuts",5,40,Medium,4.3,350,4,0,4,0,0,1,2,4,0,Vegetarian,Dessert,Traditional,Jaggery-sweetened pudding
584,Orange Halwa,Indian,"orange juice, orange zest, sugar, ghee, cardamom",5,35,Medium,4.1,290,4,0,4,2,0,1,4,2,0,Vegetarian,Dessert,Fusion,Citrus-flavored pudding
585,Lemon Halwa,Indian,"lemon juice, lemon zest, sugar, ghee, cardamom",5,30,Medium,4,270,4,0,3,3,0,1,4,2,0,Vegetarian,Dessert,Fusion,Lemon-flavored pudding
586,Mint Halwa,Indian,"mint leaves, milk, sugar, ghee, cardamom",5,40,Medium,3.8,300,4,1,3,0,0,1,4,3,0,Vegetarian,Dessert,Fusion,Mint-flavored pudding
587,Fennel Halwa,Indian,"fennel seeds, milk, sugar, ghee, cardamom",5,50,Medium,4.1,320,4,1,3,0,0,1,3,3,0,Vegetarian,Dessert,North India,Fennel-flavored pudding
588,Cardamom Halwa,Indian,"cardamom powder, milk, sugar, ghee, nuts",5,40,Medium,4.2,330,4,1,4,0,0,1,2,4,0,Vegetarian,Dessert,South India,Cardamom-rich pudding
589,Cinnamon Halwa,Indian,"cinnamon powder, milk, sugar, ghee, nuts",5,45,Medium,4,340,4,1,3,0,0,1,2,3,0,Vegetarian,Dessert,North India,Cinnamon-spiced pudding
590,Nutmeg Halwa,Indian,"nutmeg powder, milk, sugar, ghee, cardamom",5,40,Medium,3.9,320,4,1,3,0,0,1,2,3,0,Vegetarian,Dessert,Mughlai,Nutmeg-flavored pudding
591,Clove Halwa,Indian,"clove powder, milk, sugar, ghee, cardamom",5,45,Medium,3.8,310,4,2,3,0,0,1,2,3,0,Vegetarian,Dessert,North India,Clove-spiced pudding
592,Star Anise Halwa,Indian,"star anise powder, milk, sugar, ghee, cardamom",5,40,Medium,3.7,320,4,1,3,0,0,1,2,3,0,Vegetarian,Dessert,South India,Star anise pudding
593,Poppy Seed Halwa,Indian,"poppy seeds, milk, sugar, ghee, cardamom",5,60,Medium,4.1,380,4,0,3,0,0,1,2,4,0,Vegetarian,Dessert,Bengal,Poppy seed pudding
594,Sesame Halwa,Indian,"sesame seeds, jaggery, ghee, cardamom",4,30,Easy,4.2,360,4,0,3,0,0,1,2,4,0,Vegetarian,Dessert,North India,Sesame seed pudding
595,Sunflower Seed Halwa,Indian,"sunflower seeds, jaggery, ghee, cardamom",4,35,Easy,4,340,4,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Modern Indian,Sunflower seed pudding
596,Pumpkin Seed Halwa,Indian,"pumpkin seeds, jaggery, ghee, cardamom",4,30,Easy,4.1,330,4,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Modern Indian,Pumpkin seed pudding
597,Flax Seed Halwa,Indian,"flax seeds, jaggery, ghee, cardamom, nuts",5,25,Easy,4,320,4,0,3,0,0,1,2,4,0,Vegetarian,Dessert,Modern Indian,Healthy flax seed pudding
598,Chia Seed Halwa,Indian,"chia seeds, milk, jaggery, cardamom, nuts",5,20,Easy,3.9,290,4,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Modern Indian,Superfood chia pudding
599,Multi-Grain Halwa,Indian,"mixed grains, milk, jaggery, ghee, cardamom, nuts",6,45,Medium,4.1,350,4,0,3,0,1,2,2,4,0,Vegetarian,Dessert,Modern Indian,Nutritious multi-grain pudding
600,Protein Powder Halwa,Indian,"protein powder, milk, honey, ghee, cardamom, nuts",6,20,Easy,3.8,320,4,0,3,0,0,1,2,4,0,Vegetarian,Dessert,Modern Indian,High-protein fitness pudding
601,Bhapa Doi,Indian,"yogurt, condensed milk, cardamom, saffron, nuts",5,240,Medium,4.6,250,4,0,4,1,0,1,2,4,0,Vegetarian,Dessert,Bengal,Steamed yogurt dessert
602,Chenna Poda,Indian,"cottage cheese, sugar, cardamom, cashews, raisins",5,90,Medium,4.5,320,4,0,4,0,0,1,2,3,0,Vegetarian,Dessert,Odisha,Baked cottage cheese cake
603,Chhana Jalebi,Indian,"cottage cheese, flour, sugar syrup, cardamom",4,45,Medium,4.4,280,4,0,5,0,0,1,1,2,0,Vegetarian,Dessert,Odisha,Cottage cheese spirals in syrup
604,Kheeri,Indian,"rice, milk, sugar, cardamom, nuts, saffron",6,90,Medium,4.5,350,4,0,4,0,1,2,2,5,0,Vegetarian,Dessert,Odisha,Rich rice pudding
605,Arisa Pitha,Indian,"rice flour, jaggery, sesame seeds, coconut",4,45,Medium,4.3,280,4,0,3,0,1,2,2,3,0,Vegetarian,Dessert,Odisha,Sweet rice flour cake
606,Chakti Pitha,Indian,"rice flour, coconut, jaggery, cardamom",4,30,Easy,4.2,240,4,0,3,0,1,2,2,3,0,Vegetarian,Dessert,Odisha,Layered rice cake
607,Manda Pitha,Indian,"rice flour, coconut, jaggery, steamed",4,60,Medium,4.4,220,4,0,3,0,1,2,2,2,0,Vegetarian,Dessert,Odisha,Steamed rice dumplings
608,Suji Pitha,Indian,"semolina, milk, sugar, coconut, cardamom",5,40,Medium,4.1,260,4,0,4,0,1,2,2,3,0,Vegetarian,Dessert,Odisha,Semolina sweet pancake
609,Khaja,Indian,"flour, sugar, ghee, cardamom, oil",5,60,Medium,4.3,350,4,0,5,0,0,1,1,2,0,Vegetarian,Dessert,Bihar,Layered fried sweet
610,Thekua,Indian,"wheat flour, jaggery, coconut, ghee",4,45,Medium,4.2,320,6,0,3,0,1,2,2,2,0,Vegetarian,Dessert,Bihar,Traditional wheat sweet
611,Litti Chokha,Indian,"wheat flour, sattu, onions, garlic, mustard oil",6,60,Medium,4.7,380,4,2,0,1,3,3,3,2,3,Vegetarian,Dinner,Bihar,Stuffed wheat balls with mash
612,Sattu Paratha,Indian,"wheat flour, sattu, onions, green chilies, mustard oil",5,20,Easy,4.4,320,2,2,0,1,2,3,3,1,2,Vegetarian,Breakfast,Bihar,Roasted gram flour bread
613,Ghugni,Indian,"dried yellow peas, onions, ginger, spices",5,60,Medium,4.3,220,4,2,0,1,2,3,3,1,0,Vegetarian,Snack,Bengal,Spiced dried pea curry
614,Aloo Chop,Indian,"potatoes, breadcrumbs, spices, oil",4,25,Easy,4.2,200,4,1,0,1,2,2,2,1,1,Vegetarian,Snack,Bengal,Potato cutlet
615,Fish Chop,Indian,"fish, potatoes, breadcrumbs, spices, oil",5,30,Medium,4.4,240,4,1,0,1,2,3,2,1,1,Non-Vegetarian,Snack,Bengal,Fish and potato cutlet
616,Mutton Chop,Indian,"mutton, potatoes, breadcrumbs, spices, oil",5,45,Medium,4.3,280,4,1,0,1,2,4,2,1,1,Non-Vegetarian,Snack,Bengal,Mutton cutlet
617,Egg Chop,Indian,"eggs, potatoes, breadcrumbs, spices, oil",5,20,Easy,4.5,220,4,1,0,1,2,3,2,1,1,Non-Vegetarian,Snack,Bengal,Egg cutlet
618,Chicken Chop,Indian,"chicken, potatoes, breadcrumbs, spices, oil",5,35,Medium,4.4,260,4,1,0,1,2,3,2,1,1,Non-Vegetarian,Snack,Bengal,Chicken cutlet
619,Prawn Chop,Indian,"prawns, potatoes, breadcrumbs, spices, oil",5,25,Medium,4.2,230,4,1,0,1,2,4,2,1,1,Non-Vegetarian,Snack,Bengal,Prawn cutlet
620,Vegetable Chop,Indian,"mixed vegetables, potatoes, breadcrumbs, spices",5,25,Easy,4.1,190,4,1,0,1,2,2,3,1,1,Vegetarian,Snack,Bengal,Mixed vegetable cutlet
621,Paneer Chop,Indian,"paneer, potatoes, breadcrumbs, spices, oil",5,20,Easy,4.3,250,4,1,0,1,2,3,2,2,1,Vegetarian,Snack,Bengal,Cottage cheese cutlet
622,Mushroom Chop,Indian,"mushrooms, potatoes, breadcrumbs, spices, oil",5,25,Easy,4,210,4,1,0,1,2,2,3,1,1,Vegetarian,Snack,Bengal,Mushroom cutlet
623,Corn Chop,Indian,"corn, potatoes, breadcrumbs, spices, oil",5,20,Easy,4.1,200,4,1,1,1,2,2,3,1,1,Vegetarian,Snack,Bengal,Sweet corn cutlet
